Date,Tweet,Sentiment
2021-09-01 15:27:43,"[masuk, peringkat, negara, target, duduk, peringkat, dunia, mudah, usaha, jalan, sah, presiden, jokowi, lawan, pandemi]",positive
2021-09-01 15:13:44,"[berkat, peringkat, mudah, usaha, tingkat]",positive
2021-09-01 14:59:48,"[implementasi, kanwil, kemenkumham, ntt, dorong, tata, regulasi, analisis, evaluasi, hukum, ri]",positive
2021-09-01 14:49:23,"[kompetitif, urus, investasi, sah, mana, mudah, usaha, mudah]",positive
2021-09-01 14:43:06,"[laku, bantu]",positive
2021-09-01 14:13:23,"[wujud, laku, umkm]",positive
2021-09-01 13:30:00,"[hitung, sangon, hak, bayar, usaha, informasi, lengkap, dasar, nomor]",positive
2021-09-01 13:26:47,"[berkat, mudah, cepat, jokowi, pro, ekonomi, rakyat]",positive
2021-09-01 13:13:20,"[dorong, umkm]",positive
2021-09-01 12:58:18,"[target, duduk, peringkat, dunia, mudah, usaha, jalan]",positive
2021-09-01 12:43:55,"[atur, laksana, masalah, ada, tanah]",positive
2021-09-01 12:29:38,"[buka, lapang, seluasluasnya]",positive
2021-09-01 12:29:29,"[tingkat, investasi, start, up]",positive
2021-09-01 12:29:21,"[sehat, investasi]",positive
2021-09-01 12:03:53,"[tahun, kesah, laporanlaporan, langgar, hakhak, ketenagaan]",negative
2021-09-01 11:36:57,"[target, duduk, peringkat, dunia, mudah, usaha, jalan, sah, presiden]",positive
2021-09-01 11:12:25,"[manufaktur]",positive
2021-09-01 11:00:00,"[mencampuradukkan, lindung, ketenagaan, perspektif, bisnis, alhasil, pasal, dalam, masalah, rugi, tahun, sah, lapor]",negative
2021-09-01 10:43:24,"[bantu, buruh, atur, laksana, masalah, ada, tanah, cek, berita, lengkap]",positive
2021-09-01 10:13:27,"[maju, ekonomi]",positive
2021-09-01 09:43:10,"[mudah, mahasiswa, rintis, usaha]",positive
2021-09-01 09:13:15,"[mudah, laku, umkm]",positive
2021-09-01 08:43:16,"[untung]",positive
2021-09-01 08:13:39,"[gubernur, wajib, tetap, upah, minimun, buruh]",positive
2021-09-01 08:00:26,"[zainut, atur, cepat, layan, sertifikasi, halal, fasilitas, biaya, sertifikasi, halal, umkm, tata, wenang, peran, masyarakat]",positive
2021-09-01 07:43:09,"[sederhana, atur]",positive
2021-09-01 07:13:51,"[atur, laksana, masalah, ada, tanah, cek, berita, lengkap]",positive
2021-09-01 06:13:25,"[jam, atur]",positive
2021-09-01 05:59:34,"[manajemen, bener, sih, good, governace, implementasi, semangat, xfxfxxaaxexcxcxefxbxf]",positive
2021-09-01 05:13:36,"[mudah, izin]",positive
2021-09-01 04:49:05,"[bpn, atur, laksana, masalah, ada, tanah, cek]",positive
2021-09-01 04:47:52,"[atur, laksana, masalah, ada, tanah, cek, berita, lengkap]",positive
2021-09-01 04:43:07,"[sederhana, dalamm, izin]",positive
2021-09-01 04:00:00,"[tahun, kesah, laporanlaporan, langgar, hakhak, ketenagaan, sejahtera, buruh, karyawan, rentan, kena, phk, kontrak]",negative
2021-09-01 03:57:08,"[wamendag, sebut, umkm, keluar, urus, sertifikasi, halal]",positive
2021-09-01 03:43:27,"[ringan, beban, laku, umkm]",positive
2021-09-01 03:13:23,"[wujud, mimpi, buruh]",positive
2021-09-01 02:43:27,"[bangkit, ekonomi, bangsa]",positive
2021-09-01 01:13:49,"[rugi, ko]",positive
2021-09-01 00:43:01,"[sial, nasib, bangsa, kalo, ri, berfikir, penting, partai, rezim, penting, rakyat, nomor, sekian, bukti]",negative
2021-09-01 00:13:15,"[tetap, jam, rancang, untung, buruh]",positive
2021-08-31 23:43:05,"[sederhana, atur]",positive
2021-08-31 22:55:07,"[bangkang, sipil, radikal, argumentasi, lawan, negara, kapitalis, gerak]",negative
2021-08-31 22:38:29,"[buka, peluang, buka, usaha, luas, rata]",positive
2021-08-31 21:10:39,"[manfaat]",positive
2021-08-31 15:44:07,"[nasional, pcpen, reformasi, struktural, terap, suhasil, wakil, menteri, uang, republik, intervensi, sehat, anggar, fleksibel, reformasi, struktural, faktor, utama, bijak, pulih, ekonomi]",positive
2021-08-31 14:14:18,"[mudah, izin, buka, usaha]",positive
2021-08-31 13:48:41,"[resmi, ina, jokowi, presiden, ri, harap, kejar, tinggal, oleh, percaya, nasional, internasional, ina, dasar, hukum, kuat, atur, milik, lembaga]",positive
2021-08-31 13:43:21,"[bantu, laku, umkm, tengah]",positive
2021-08-31 13:23:15,"[bijak, sengsara, tani, masif, jalan, mudah, luas, import]",negative
2021-08-31 13:13:26,"[ayo, bangkit, ekonomi, dukung]",positive
2021-08-31 13:02:13,"[strategi, jangka, naik, kelas, umkm, dampak, pandemi, dorong, shifting, pola, konsumsi, barang, jasa, offline, online, naik, trafik, internet, kisar]",positive
2021-08-31 12:43:06,"[sih, masyarakat, tolak, maju]",negative
2021-08-31 12:12:16,"[mudah, susah]",positive
2021-08-31 11:43:22,"[hilang, pungli, sistem, online]",positive
2021-08-31 11:13:48,"[sahabat, dumai, tau, sah, investasi, masuk, lapang, buka, lebar]",positive
2021-08-31 11:09:32,"[kuasa, korporasi, kian, lampau, kuasa, negara, negara, kian, tunduk, kaki, korporasi, telanjang]",negative
2021-08-31 11:01:16,"[amat, semangat, mudah, izin, usaha, bareng, prinsip, kehatihatian]",negative
2021-08-31 10:56:13,"[semangat, mudah, izin, usaha, bareng, prinsip, kehatihatian, kelola, lingkung, awas]",negative
2021-08-31 10:40:50,"[kuasa, korporasi, kian, lampau, kuasa, negara, negara, kian, tunduk, kaki, korporasi, telanjang, kuasa, korporasi, paksa, negara, atur, mudah, korporasi, rampok, sumberdaya, negara, rakyat, hukum, pidana]",negative
2021-08-31 09:13:26,"[tingkat, investasi, serap, tenaga]",positive
2021-08-31 09:10:05,"[sambut, ketua, dpr, ri, puan, maharani, bangga, capai, kesah, r]",positive
2021-08-31 08:43:08,"[lapang, butuh, lapang]",positive
2021-08-31 08:13:36,"[mudah, usaha, mudah, masuk, investor, lapang]",positive
2021-08-31 07:13:20,"[tantang, ekonomi]",positive
2021-08-31 07:10:23,"[erasmus, cahyadi, aman, kuat, legitimasi, ampas, wilayah, adat, hilang, wilayah, adat, akibat]",positive
2021-08-31 07:09:21,"[peduli, lestari, lingkung, disiplin, protokol, sehat]",positive
2021-08-31 07:09:20,"[damping, lindung, umkm, disiplin, protokol, sehat]",positive
2021-08-31 07:05:27,"[ancam, produk, impor, upah, tani, hadap, produk, impor, milik, daya, saing, said, ancam, produk, impor, nyata, hadir, undangundang, nomor]",negative
2021-08-31 07:00:19,"[dukung, umkm, cantum, atur, laksana, atur, perintah, no, dukung, perintah, umkm, bukti, nyata, umkm, sektor, vital, tumbuh, ekonomi]",positive
2021-08-31 06:57:33,"[sebab, miskin, rusa, lingkung, hidup, jauh, masyarakat, adat, dr, prosesproses, ambil, putus, krn, atur, prosesproses, perijinan, sentralistik, hapus, wenang, perintah, daerah]",negative
2021-08-31 06:57:33,"[erasmus, cahyadi, aman, kuat, legitimasi, ampas, wilayah, adat, hilang, wilayah, adat, akibat, lemah, identitas, masyarakat, adat, wilayah, adat, arif, tradisional, hukum, adat, dsb, lahir, keras, kriminalisasi]",negative
2021-08-31 05:43:37,"[hadir, tarik, masuk, investasi, masuk, investasi, tsb, hasil, lapang]",positive
2021-08-31 04:56:29,"[dasar, panutan, sebut, ksp, bahas, laksana, sertifikasi, halal, implementasi]",positive
2021-08-31 04:04:28,"[selaras, perda, perbup, budi, program, identifikasi, solusi]",positive
2021-08-31 04:00:16,"[tentu, migrasi, tv, digital, sah, presiden, jokowi, nomor, revisi, nomor, siar]",positive
2021-08-31 03:51:47,"[omongomong, migrasi, siar, tv, analog, tv, digital, sesuai, amanah, nomor, sukses, untung, dapat]",positive
2021-08-31 03:20:49,"[ri, power, satu, rakyat, bukti, demo, omnibuslaw, revisi, kpk, aja, gubris, anggap, korban, luka, nyawa, tragedi, anggap, perintah, samsek]",negative
2021-08-31 03:14:06,"[investor, mudah, nih, masuk, hapus, pajak]",positive
2021-08-31 01:43:39,"[upaya, reformasi, jadi, kompetitif, dukung, aspirasi, jangka]",positive
2021-08-30 22:31:59,"[laku, umkm, betulbetul, manfaat]",positive
2021-08-30 22:29:38,"[tutup, celah, korupsi]",positive
2021-08-30 21:19:03,"[umkm, manfaat]",positive
2021-08-30 21:16:43,"[manfaat]",positive
2021-08-30 13:14:06,"[buka, usaha, izin, mudah, ribet, daftar, kertas, pungli]",positive
2021-08-30 12:43:12,"[manfaat, tuju, sejahtera, rakyat]",positive
2021-08-30 12:23:16,"[gugat, rumus, alternatif, agenda, mutlak, gera, krisis, iklim, hukum, adala]",negative
2021-08-30 12:20:18,"[gugat, rumus, alternatif, agenda, mutlak, gera, krisis, iklim, hukum, wajah, langsung, brutalitas, kapitalisme, hancur, ekosistem, masyarakat, adat, milik, tahu, krusial, arti, lanjut]",negative
2021-08-30 10:13:26,"[bangsa, daya, saing, global]",positive
2021-08-30 09:14:19,"[tangan, sehat, dpr, perintah, hasil, selesai]",positive
2021-08-30 09:13:27,"[desain, mudah, laku, usaha, urus, izin]",positive
2021-08-30 09:09:16,"[irs, kakak, demokrasi, atur, rancang, kesah, legal, industri, minum, alkohol, manusia, kah, manusia, kak]",negative
2021-08-30 08:13:43,"[untung, laku, usaha, umkm, izin, mudah]",positive
2021-08-30 07:16:35,"[dampak, investor, belanda, rebut, tanam, modal]",positive
2021-08-30 07:14:03,"[dorong, umkm, masuk, digitalisasi, regulasi, anak, muda, mudah]",positive
2021-08-30 06:51:34,"[klaim, ubah, persepsi, dunia, tanam, modal, ri]",positive
2021-08-30 06:49:31,"[cengengesan, airlangga, kesah, kontroversi, rakyat, demo, sah, ngadem]",negative
2021-08-30 06:44:02,"[lulus, smk, butuh, lapang, salah, tolak, buka, lapang]",positive
2021-08-30 06:34:17,"[inti, viral, layak, manusia, manusia, cantum, pulsa, bentuk, upah]",negative
2021-08-30 06:12:11,"[wujud, laku, umkm]",positive
2021-08-30 06:04:13,"[mba, ketua, ngomong, bukti, kpk, pandemi, utang, negara, aspirasi, rakyat, love, you, mba, undur, cepet]",negative
2021-08-30 05:49:58,"[jamin, lindung, terphk]",positive
2021-08-30 05:42:23,"[dorong, umkm]",positive
2021-08-30 04:43:26,"[mudah, susah]",positive
2021-08-30 04:12:15,"[mudah, laku, umkm]",positive
2021-08-30 04:05:44,"[sosialisasi, selenggara, informasi, jajar, dinas, ppkukm, provinsi, dki, jakarta, kait, sistem, izin, mandiri, elektronik, tuang, nomor, pp, nomor]",positive
2021-08-30 04:00:06,"[senin, roslina, spi, luhkan, kota, banjarmasin, damping, pembddy, ikan, sosialisasi, atur, awas]",negative
2021-08-30 03:56:42,"[senin, roslina, spi, luhkan, kota, banjarmasin, damping, pembddy, ikan, sosialisasi, atur, awas, pembddy, ikan, pasca, terbit, no, daring, benua, anyar, banyuwangi, kp]",positive
2021-08-30 03:12:27,"[manufaktur]",positive
2021-08-30 03:07:39,"[upaya, cepat, pulih, ekonomi]",positive
2021-08-30 03:06:35,"[perintah, kesah]",positive
2021-08-30 03:06:17,"[seyogyanya, pandang, ikhtiar, bangun, fondasi, bangsa]",positive
2021-08-30 02:43:32,"[laku, bantu]",positive
2021-08-30 02:42:23,"[sesuai, amanah, terbit, ppnya, wajib, menteri, lembaga, bumn, alokasi, persen, belanja, serap, produkproduk, umkm, sempat, optimal, pungkas, fiki]",positive
2021-08-30 01:46:23,"[rakyat, nilai, rasa, lupa, omnibuslaw, penuh, khianat, sah]",negative
2021-08-30 00:45:17,"[sederhana, dalamm, izin]",positive
2021-09-04 14:02:57,"[suruh, ubah, isi, r, omnibuslaw, r, resah, ri, purapura, dengar, eh]",negative
2021-09-04 13:23:28,"[deh, omnibuslaw, tentang, orang, kontroversi, demo, tetep, sah, anak, mantu, maju, demo]",negative
2021-09-04 10:24:21,"[asmara, tekad, bulat, pilih, partai, maling, partai, dukung, omnibuslaw, titik, koma]",negative
2021-09-04 04:43:50,"[susah, nasib, kpk, omnibuslaw, cilaka, kaum, elit, elemen, masyarakat, mahasiswa, panas, awal, jalan, ayo, kepung, istana, negeri, selamat]",negative
2021-09-04 04:21:10,"[isu, sosial, sara, narkoba, ott, kecil, besok, isu, ideologi, maklum, kasak, kusuk, amandemen, isi, pola, senayan, bahas, minerba, kpk, omnibuslaw, bansos, suap, pinangki, whoa]",negative
2021-09-03 16:40:47,"[tambal, tambal, ide, deh, lu, bikin, nya, ngasal, kaya, kpk, omnibuslaw]",negative
2021-09-03 15:45:22,"[dikit, dikit, atur, negara, atur, munculah, omnibuslaw]",negative
2021-09-03 13:54:19,"[suruh, rubah, isi, r, omnibuslaw, r, resah, ri, purapura, dengar, eh, r, pks, matang, godok, dirubahrubah]",negative
2021-09-03 10:03:57,"[omnibuslaw, miskin, rakyat, pribumi, sistematis, sistem, kontrak, durasi, upah, minim, sistematis, rakyat, hilang, cita, hidup, layak]",negative
2021-09-03 06:33:29,"[pakai, hitung, hitung, omnibuslaw, kaya, rakyat, sengsara]",negative
2021-09-03 04:34:01,"[tipu, presidential, threshold, tipu, omnibuslaw]",negative
2021-09-03 00:43:25,"[bulat, tekad, amandemen, d, omnibuslaw, kuat, korupsi, dll]",negative
2021-09-02 19:31:37,"[tolak, omnibuslaw, laku, turun, sejahtera, lindung, buruh, anggota, puk, spamk, fspmi, pt, siws, purwakarta, komando]",negative
2021-09-02 19:31:06,"[blue, kspi, fspmicirebon, tolak, omnibuslaw, laku, turun, sejahtera, lindung, buruh, anggota, puk, spamk, fspmi, pt, siws, purwakarta, komando]",negative
2021-09-02 16:42:27,"[isu, rencana, amandemen, d, batas, sepisepi, ramai, berita, coky, gap, nyabu, duga, leceh, kpi, putar, berita, selebritas, atur, ugalugalan, omnibuslaw, taruh, panjang, jabat, presiden, siuman]",negative
2021-09-02 14:01:11,"[yaelah, katakata, langgar, orang, wkwk, rakyat, ramairamai, tolak, omnibuslaw, dengar]",negative
2021-09-02 13:40:27,"[yaelah, katakata, langgar, orang, wkwk, rakyat, ramairamai, tolak, omnibuslaw, dengar, jalan, tuh]",negative
2021-09-02 09:43:30,"[omnibuslaw, amandemen, ppkm, psbb, daring, prikitiew, preketek, kreatifitas, bablas, kreatif, kadang, bablas]",negative
2021-09-02 08:03:20,"[bilang, dangar, aaspirasi, rakyat, bangga, demo, omnibuslaw, geming, korban, dpr, koalisi, kali, pro, rakyat, diam, diam, bae, komen]",negative
2021-09-02 04:56:04,"[parah, banget, deh, main, sita, omnibuslaw, kejam]",negative
2021-09-02 03:40:42,"[mr, cabut, omnibuslawminerba]",negative
2021-09-01 18:33:31,"[plangaplongo, ig, jual, nampang, doang, satu, masalah, hukum, tuntas, lia, eden, ahmadiyah, ahok, omnibuslaw, artikel, narasi, kosong, bukti, hasil, nyata]",negative
2021-09-01 16:55:16,"[kata, jujur, anakanak, revolusi, jokowi, represif, samasama, tau, konsekuensi, rezim, represi]",negative
2021-09-01 14:59:11,"[bener, sih, pandemi, dpr, rajin, patut, curiga, kaya, omnibuslaw, pas, pandemi, males, banget, kasih, duit, biar, nya, rajin, kasih, dapet, untung, degan, gampang, baca, tebak]",negative
2021-09-01 11:02:05,"[kata, jujur, anakanak, revolusi, jokowi, represif, samasama, tau, konsekuensi, rezim, represif, kerdil, demokrasi, muncul, omnibuslaw, delegitimasi, kpk, dll, tentang, tinggal, kerah, aparat, represif, aja]",negative
2021-09-01 05:58:57,"[omnibuslaw, batal, salah, satu, rusak, lingkung]",negative
2021-09-01 03:58:03,"[mirah, ker, sahkan, elemen, masyarakat, tolak, draft, sayang, parlemen, wakil, rakyat, tolak]",negative
2021-09-01 03:30:21,"[dpri, omnibuslaw, revisi, kpk, tolak, rakyat, sahkan, tai, kucing]",negative
2021-09-01 02:26:16,"[ker, sahkan, elemen, masyarakat, tolak, draft, sayang, parlemen, wakil, rakyat, lenggang, perintah, kesah, ker, omnibuslaw, rakyat, korban, ker]",negative
2021-08-31 13:33:31,"[omnibuslaw, untung, oligarki]",negative
2021-08-31 12:24:17,"[demo, buruh, mogok, laku, masuk, dprri, gedung, mendagri, bumn, depnaker, laku, sang, ketua, masuk, istana, lemah, usaha, kolap, kuat, usaha, lanjut, omnibuslaw]",negative
2021-08-31 10:43:04,"[omnibuslaw, untung, usaha, suka, investor]",positive
2021-08-31 03:20:49,"[ri, power, satu, rakyat, bukti, demo, omnibuslaw, revisi, kpk, gubris, anggap, korban, luka, nyawa, tragedi, anggap, perintah, samsek]",negative
2021-08-30 13:21:00,"[rakyat, nilai, rasa, lupa, omnibuslaw, penuh, khianat, sah]",negative
2021-08-30 12:55:59,"[aku, hebat, omnibuslaw, bansos, rumah, subsidi, juta, rencana, pindah, kota, hasil]",negative
2021-08-30 11:56:23,"[rakyat, demo, tolak, omnibuslaw, dengar, tuh]",negative
2022-03-06 23:12:33,"[omnibuslaw, antar, negara, maju, omnibuslaw, dongkrak, tumbuh, ekonomi]",positive
2022-03-06 22:36:34,"[hasil, omnibuslaw, atur, atur, korelasi, contoh, bpjs, kait, layan, perintah]",negative
2022-03-06 16:45:11,"[prediksi, gol, masuk, barang, putus, malam, omnibuslaw]",negative
2022-03-06 14:42:16,"[wujud, potensi, ekonomi, digital, omnibuslaw, perintah, infrastruktur]",positive
2022-03-06 13:42:13,"[omnibuslaw, ikn, bangun, wacana, rupa, kali, review, ketuk, palu, sah, periode, kerah, kpu, kpk, tni, polri, kemendagri, mk, kunci, perintah, meikarta, reklamasi, gagal]",negative
2022-03-06 13:04:58,"[wow, polisi, situ, ayom, layan, masyarakat, masyarakat, duit, konflik, tambang]",negative
2022-03-06 12:30:22,"[ubah, salah, ketik, kpk, omnibuslaw, ite, wacana, perintah, dpr, ketuk, palu, nama, rakyat, buzer, rp]",negative
2022-03-06 06:52:37,"[tanggung, muncul, omnibuslaw, atu, jht]",negative
2022-03-06 06:24:03,"[evaluasi, pilih, pancasila, agamaitu, kpk, loh, abal, abal, bullshit, logika, omnibuslaw, ker, hei, ker, rancang, megawati, bentuk, paragrafdan, isi, sempurna]",negative
2022-03-06 03:46:01,"[kontrak, si, taufik, kemas, lindung, cukong, alas, ekonomi, indosat, jual, bini, omnibuslaw, anak, manusia, kenal, agama, menyengsarakn, harto, arti, makna, setia, istri]",negative
2022-03-06 02:33:51,"[wow, polisi, situ, ayom, layan, masyarakat, masyarakat, duit, konflik, tambang, hasil, produk, omnibuslaw, bodoh, rakyat, penting, korporasi, tentang, d, terimakasih]",negative
2022-03-06 01:35:00,"[sungguh, menyengesarakan, ulang, tertawa, sungguh, sengsara, rakyat, moga, buah, pikir, presentasi, ide, gagas, sengsara, rakyat, cabut, omnibuslaw]",negative
2022-03-06 01:00:21,"[sridianava, pret, pas, kesah, omnibuslaw, aja, si, said, istananegative, omnibuslaw, cacat, prosedur, prasangka, harap, sang, dusta]",negative
2022-03-05 13:07:40,"[kontroversial, hasil, sahkan, omnibuslaw, lemah, kpk, pede, sahkan, kontroversial]",negative
2022-03-05 09:41:16,"[omnibuslaw, ikn, tolak, hasil, lolos, adem, ayemapalagi, untung, anggota, dewan]",negative
2022-03-05 06:46:09,"[oh, isu, tunda, tuh, ujung, biar, ucap, terimakasih, jokowi, bijak, jht, omnibuslaw, bijak, revisi]",negative
2022-03-05 00:00:25,"[dampak, omnibuslaw, atur, jajah]",negative
2022-03-04 21:08:07,"[sridianava, periode, puas, banget, ken, tau, periode, harga, roket, mana, gaji, omnibuslaw, bahagia]",negative
2022-03-04 12:59:41,"[tau, omnibuslaw, cuk]",negative
2022-03-04 11:54:53,"[jadi, ajar, kaum, buruh, atur, out, sourscing, laku, zaman, partai, kuasa, omnibuslaw, sah, saat, partai, kuasa, harus, sengsara, kaum, buruh, tambah, sengsara, salah, pilih, partai]",negative
2022-03-04 08:16:26,"[omnibuslawan, opung, ganggu, aparat, serbu]",negative
2022-03-04 06:30:00,"[guna, metode, omnibus, law, selektif, ketat, untuk, r, milik, implikasi, penting, negara, dampak, guna, metode, omnibus, law]",positive
2022-03-04 03:51:53,"[omnibuslaw, inkonstitusionalmerampas, lahan, jht]",negative
2022-03-04 01:44:37,"[ngeles, omnibuslaw, apa, solusi]",negative
2022-03-04 01:42:40,"[ngeles, omnibuslaw, apa, solusi]",negative
2022-03-03 15:56:44,"[bener, omnibuslaw, aja, lolos]",negative
2022-03-03 15:29:32,"[tolak, omnibuslaw, permenaker, periode, lawaann, silalahi, mirah]",negative
2022-03-03 15:04:30,"[omnibuslaw, sah, buruh, turun, besar, susul, mahasiswa, barang, skeptis, turun, spot, pengaruh, serentak]",negative
2022-03-03 14:49:12,"[pd, insha, allah, omnibuslaw, berlakufitnah, radikal, radikul, lenyapminyak, goreng, murahulama, kriminalisasi, pandemi, adaprokes, berlakuharun, mas, munculustadz, hrs, bebas, ajak, mimpin, perangdll, keutungan]",negative
2022-03-03 12:55:48,"[metro, lawan, rusa, bangsa, tanah, air, sumber, omnibuslaw]",negative
2022-03-03 12:05:53,"[expat, qatar, engineer, oilgas, sempet, kali, tawar, liat, offering, status, kontrak, pajak, dll, putus, qatar, aja, deh, pangeran, kodok, turun, omnibuslaw, kejam]",negative
2022-03-03 11:18:23,"[pebro, omnibuslaw, revisi, habis, demo, massa, sahkan, undang, undang, rugi, rakyat, sih, massa, cape, turun, jalan]",negative
2022-03-03 10:42:49,"[arif, omnibuslaw, efek, rakyat]",negative
2022-03-03 10:14:00,"[ker, omnibuslaw, batal]",negative
2022-03-03 09:47:37,"[ingat, omnibuslaw, partai, terang, tolak, jatah, proyek, sah, terang, tolak]",negative
2022-03-03 08:34:36,"[ko, kaya, gin, semenjak, d, omnibuslaw, sahkan, tuju, omnibuslaw]",negative
2022-03-03 05:04:04,"[konon, omnibuslaw, tiada, amdal, prof, suara, brin]",negative
2022-03-03 01:35:04,"[jing, secept, kilat, bangga, nasib, kayak, omnibuslaw, gilir, langgar, ganti, bajing]",negative
2022-03-03 01:01:11,"[omnibuslaw, inkonstitusional, tunda, milu, inkonstitusionalsuka, banget, rabas, konstitusi]",negative
2022-03-02 22:44:01,"[tolak, omnibuslaw, permenaker, periode, lawan, silalahi, mirah, sridianava, didu]",negative
2022-03-02 17:58:17,"[alhasan, korban, omnibuslaw, kampanye, jokowi, mundur, pabrikpabrik, jokowi, mundur, allahu, akbar]",negative
2022-03-02 16:06:21,"[biang, kerok, organisasipartai, kpk, dibungkamomnibuslaw, lancar, licin, banget, uler, jalan]",negative
2022-03-02 14:45:31,"[guzel, fitnah, golong, situ, sendri, fakta, tampilin, media, bnyak, pro, rakyat, timbul, omnibuslaw, minyak, langkah, hasil, sawit, besar, dunia, masian]",negative
2022-03-02 14:35:26,"[beres, rezim, bukti, jht, omnibuslaw]",negative
2022-03-02 14:29:48,"[beres, rezim, bukti, jht, omnibuslaw]",negative
2022-03-02 13:38:44,"[biang, kerok, organisasipartai, kpk, dibungkamomnibuslaw, lancar, licin, banget, uler, jalan]",negative
2022-03-02 12:06:28,"[omnibuslaw, tambang, lingkung, massa, jht, buruh, ngamuk]",negative
2022-03-02 12:01:56,"[korban, omnibuslaw, kampanye, jokowi, mundur, pabrikpabrik, jokowi, mundur, allahu, akbar, rezimbebal, rezimbebal]",negative
2022-03-02 11:23:03,"[lanjut, manfaat]",positive
2022-03-02 07:28:14,"[setel, diam, rame, ngerem, kecuali, omnibuslaw]",negative
2022-03-02 06:51:38,"[gilir, panjang, presiden, setia, konstitusi, pas, bahas, omnibuslaw, tabrak, konstitusi, kanankiri, revisi, mk]",negative
2022-03-02 06:04:03,"[kampanye, buruh, korban, omnibuslaw, cilaka, mirah, sridianava, silalahi]",negative
2022-03-02 01:13:29,"[mk, mk, orang, ngotot, omnibuslaw, ker, jalan, nyata, inkonstitusional, orang, tersebutb, jalan, omnibuslaw, rubah, milu, panjang, periode, presiden, darurat, kawan]",negative
2022-03-01 22:35:20,"[ruh, btw, omnibuslaw, gugat, pasal, pasal, anggap, rugi, buruh, lingkung, sidang, langsung, tolak, skenario]",negative
2022-03-01 16:33:53,"[lawan, rusa, bangsa, tanah, air, sumber, omnibuslaw]",negative
2022-03-01 14:13:07,"[omnibuslaw, ri, ajaib, banget, rakyat, wadas, yg, dizolimi]",negative
2022-03-01 10:15:19,"[bagi, iya, udah, tanda, tangan, atas, materai, isi, terima, uang, kompensasi, kontrak, sesuai, undang, laku, liat, tuh, hilal, rekening, zonk, aja]",negative
2022-03-01 07:56:42,"[cab, tolak, omnibuslaw, bukti, omnibuslaw, nyata, inkonstitusional, mk]",negative
2022-03-01 06:50:19,"[ruh, elehhoax, ujar, benci, kritik, pakai, data, kritik, r, kpk, omnibuslaw, wadas, ikn, akademisi, kaum, ajar, sana, kritik, angin, gemuk, koalisi, buzzer, langsung, bunuh, karakter]",negative
2022-03-01 06:07:07,"[pulang, mas, urus, pake, bpjs, minyak, susah, kedelai, mahal, kekang, omnibuslaw, cair, jamsostek, nunggu, th, mending, hujan, emas, negeri, orang, hujan, batu, negeri]",negative
2022-03-01 04:26:45,"[engkong, putin, ogah, mampir, kemari, si, bang, bisikin, kuping, omnibuslaw, periode, minyak, goreng, langka]",negative
